,Unnamed: 0,created_at,tweet_id,receiver_name,receiver_id,tweet_text,screen_name,name,account_creation_date,urls,preprocess_tweet,Positive,Negative,Compound,Sentiment,label
367,367,2022-04-25 17:53:49+00:00,1518649493700415488,PokemonGoApp,2839430431,"@pokemongoapp this is bullshit 
yall can do better than this for real and now nobody want to do community day",JordanSparkma14,Jordan Sparkman,Tue Jan 07 18:57:08 +0000 2020,[],bullshit yall better real nobody want community day,0.323,0.292,-0.1531,Negative,0
368,368,2022-04-25 17:53:45+00:00,1518649479611748352,,,rt @campbellclaret: farage to self … is there any populist bullshit i can latch onto so nobody reminds me i said le pen would be president…,FabLivMums,A Liverpool Mum,Thu Jan 21 11:02:43 +0000 2016,[],farage self populist bullshit latch onto nobody reminds said le pen would president,0.0,0.241,-0.5859,Negative,0
369,369,2022-04-25 17:53:43+00:00,1518649469335527425,,,"rt @mindtendencies2: self-care is walking away when you feel bad energy, bullshit, weird vibes and sneaky shit.",LuvChanelle_,Babygirl🤍,Sat Nov 07 16:14:08 +0000 2015,[],self care walking away feel bad energy bullshit weird vibes sneaky shit,0.214,0.585,-0.8481,Negative,0
370,370,2022-04-25 17:53:43+00:00,1518649468572286976,Joedempsey16,7.15E+17,@joedempsey16 @bottracker3 @atrupar sounds like bullshit.  i’ll wait to see if he gets charged.  won’t rush to judgment.,soup717,----,Thu Jan 18 21:59:18 +0000 2018,[],sounds like bullshit wait see gets charged rush judgment,0.177,0.397,-0.4767,Negative,0
371,371,2022-04-25 17:53:41+00:00,1518649461383254016,,,"rt @loopsidernews: «on fait des clés de bras aux grands groupes industriels en leur disant ""vous voulez avoir une responsabilité sociale, c…",Audm203,Au2mq,Mon Feb 06 18:50:30 +0000 2017,[],fait des cl de bras aux grands groupes industriels en leur disant vous voulez avoir une responsabilit sociale c,0.0,0.0,0.0,Negative,0
372,372,2022-04-25 17:53:40+00:00,1518649459424518144,,,"rt @wayfaringwitch: people called out #willsmith slap as assault but this woman severed a finger, put a cigarette out on his face, hit him…",SaharCheraghali,Sahar Cheraghali,Tue Feb 26 12:19:56 +0000 2019,[],people called #willsmith slap assault woman severed finger put cigarette face hit,0.095,0.373,-0.6908,Negative,0
373,373,2022-04-25 17:53:39+00:00,1518649453464465408,,,rt @bigleafward: y’all bitches be bullshit &amp; burnt out 😂,AlexaJanai_,Alexa 🦋,Tue Jun 22 16:23:31 +0000 2021,[],bitches bullshit amp burnt,0.0,0.794,-0.8271,Negative,0
374,374,2022-04-25 17:53:39+00:00,1518649452411641858,GaryLineker,471287735,@garylineker @piersmorgan what’s in it? a load of bullshit?,Hugos_There_,Jason Status,Tue Oct 13 18:51:29 +0000 2020,[],load bullshit,0.0,0.792,-0.5859,Negative,0
375,375,2022-04-25 17:53:39+00:00,1518649451908415493,1MsShayaTee,1.40E+18,"@1msshayatee she 37 doing the bullshit she does, it’s crazy",2drowsyy,Lord Pretty Flacko Sleepy🫡,Wed Feb 03 04:02:43 +0000 2021,[],bullshit crazy,0.0,1.0,-0.7351,Negative,0
376,376,2022-04-25 17:53:39+00:00,1518649451644022786,,,"rt @repswalwell: let’s get an answer to this:

@gopleader mccarthy denies wanting to have gop accounts banned from twitter. 

is there a re…",ConnieGidice,Connie Gidice,Sun Oct 09 23:16:00 +0000 2016,[],let get answer mccahy denies wanting gop accounts banned twitter,0.0,0.42,-0.7003,Negative,0
377,377,2022-04-25 17:53:37+00:00,1518649444169916416,,,"no one called you racist, dude. the derangers who regularly crap on your foundation and other charities were called… ",ArtemisofNeath,Artemis 🏳️‍🌈🌹,Fri Jul 15 20:20:17 +0000 2011,"[{'url': 'https://t.co/DRFd9VD12m', 'expanded_url': 'https://twitter.com/i/web/status/1518649444169916416', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",one called racist dude derangers regularly crap foundation charities called,0.19,0.393,-0.5267,Negative,0
378,378,2022-04-25 17:53:36+00:00,1518649442366279680,Froste,1.04E+18,@froste i don’t think you’re mean but just brutally honest. you don’t hesitate to call out someone for their bullsh… ,molopolo300,Momo,Fri Nov 13 01:48:17 +0000 2020,"[{'url': 'https://t.co/RWodbFeUuJ', 'expanded_url': 'https://twitter.com/i/web/status/1518649442366279680', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",think mean brutally honest hesitate call someone bullsh,0.229,0.424,-0.4215,Negative,0
379,379,2022-04-25 17:53:35+00:00,1518649437068742656,majesticbeauty5,2881644879,@majesticbeauty5 no bullshit i actually had to put that college paper down for about a day because i started projec… ,ColorMeRado,🇺🇦Ruth Langmores Smirk,Thu Nov 05 00:59:11 +0000 2020,"[{'url': 'https://t.co/IBhUprgk8s', 'expanded_url': 'https://twitter.com/i/web/status/1518649437068742656', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",bullshit actually put college paper day staed projec,0.0,0.352,-0.5859,Negative,0
380,380,2022-04-25 17:53:35+00:00,1518649435277828096,,,rt @noteviloctopus: เราว่ามัน bullshit อะ ถ้าจะต้องล็อกบ้านเดียว มันจะสาระแนมาเป็นบริการทางอินเตอร์เน็ตทำไม งั้นก็ไปทำธุรกิจเคเบิลมั้ย เรา…,Maiyamokxx,ๆ,Sun Feb 12 13:23:20 +0000 2012,[],bullshit,0.0,1.0,-0.5859,Negative,0
381,381,2022-04-25 17:53:33+00:00,1518649428017516545,,,rt @noteviloctopus: เราว่ามัน bullshit อะ ถ้าจะต้องล็อกบ้านเดียว มันจะสาระแนมาเป็นบริการทางอินเตอร์เน็ตทำไม งั้นก็ไปทำธุรกิจเคเบิลมั้ย เรา…,nugr33n,นุเกี๋ยวอยากมีเตอร์ฮ้าฟ🤩,Thu Nov 11 13:52:47 +0000 2021,[],bullshit,0.0,1.0,-0.5859,Negative,0
382,382,2022-04-25 17:53:33+00:00,1518649427962908672,,,rt @noteviloctopus: เราว่ามัน bullshit อะ ถ้าจะต้องล็อกบ้านเดียว มันจะสาระแนมาเป็นบริการทางอินเตอร์เน็ตทำไม งั้นก็ไปทำธุรกิจเคเบิลมั้ย เรา…,lihaely,⟡ jiny,Tue Jun 09 13:14:10 +0000 2015,[],bullshit,0.0,1.0,-0.5859,Negative,0
383,383,2022-04-25 17:53:33+00:00,1518649427325505538,,,"rt @kennymack1971: this has been the clears goal all along.

ever since the schools were ordered desegregated.

if they can't segregate pub…",BukiWilliams,buki.,Fri Sep 16 18:40:23 +0000 2011,[],clears goal along ever since schools ordered desegregated segregate pub,0.126,0.0,0.0772,Positive,1
384,384,2022-04-25 17:53:32+00:00,1518649425224249346,,,i call bullshit,_changinLaaanes,B I G Lane🤸🏽‍♀️🌶,Fri Dec 03 21:40:54 +0000 2010,[],call bullshit,0.0,0.792,-0.5859,Negative,0
385,385,2022-04-25 17:53:32+00:00,1518649423252840448,PoodahBang,3187788753,@poodahbang yeahhh they was on bullshit! niggas had to pay 80-100 just to get a ticket,_Khigotti,MK17.5,Sat Jan 10 02:07:42 +0000 2015,[],yeahhh bullshit niggas pay get ticket,0.0,0.717,-0.765,Negative,0
386,386,2022-04-25 17:53:31+00:00,1518649421730390018,dylegendairy,4062383723,but then again i’m also the guy who wouldn’t be completely against pple registering their real names online bc pple… ,dylegendairy,the Milkman,Wed Oct 28 18:26:19 +0000 2015,"[{'url': 'https://t.co/JDB2cIScjJ', 'expanded_url': 'https://twitter.com/i/web/status/1518649421730390018', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",also guy completely pple registering real names online bc pple,0.0,0.0,0.0,Negative,0
387,387,2022-04-25 17:53:30+00:00,1518649414264537090,youngjeopardy,237103880,the fact that people are talking about this new show like it's the sequel to the wire is an issue. the show ended 1… ,youngjeopardy,Chance Carter,Wed Jan 12 02:46:20 +0000 2011,"[{'url': 'https://t.co/yTasUbe6HL', 'expanded_url': 'https://twitter.com/i/web/status/1518649414264537090', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",fact people talking new show like sequel wire issue show ended,0.2,0.0,0.3612,Positive,1
388,388,2022-04-25 17:53:29+00:00,1518649410590236672,KiteWaltzRyder,2349186024,and no one is saying no party choice here; the fact remains you started this bullshit thread over you whining about… ,KiteWaltzRyder,~Turn ∀ KITE~,Mon Feb 17 23:03:03 +0000 2014,"[{'url': 'https://t.co/7YkBt3qT3g', 'expanded_url': 'https://twitter.com/i/web/status/1518649410590236672', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",one saying pay choice fact remains staed bullshit thread whining,0.0,0.504,-0.7269,Negative,0
389,389,2022-04-25 17:53:28+00:00,1518649407960494081,,,"rt @suicidepussy: i appreciate food that presents u with ur end result immediately. no bullshit, no waiting around/wondering. i love effici…",BallsOnMyFace69,Kevin Spacey Stan Account,Mon Feb 27 03:43:55 +0000 2012,[],appreciate food presents u ur end result immediately bullshit waiting around wondering love effici,0.333,0.184,0.4767,Positive,1
390,390,2022-04-25 17:53:27+00:00,1518649404185481216,,,"rt @jaypeefernan19: to all the kings out there with no children..

be careful this summer...
or this gon be you watching this bullshit at 7…",PJayJacinto,Top 77 Klay 🇵🇭,Fri Sep 18 09:06:44 +0000 2009,[],kings children careful summer gon watching bullshit,0.154,0.365,-0.4939,Negative,0
391,391,2022-04-25 17:53:27+00:00,1518649402092851200,,,rt @noteviloctopus: เราว่ามัน bullshit อะ ถ้าจะต้องล็อกบ้านเดียว มันจะสาระแนมาเป็นบริการทางอินเตอร์เน็ตทำไม งั้นก็ไปทำธุรกิจเคเบิลมั้ย เรา…,c00lestloser,Sadturn :',Sun Oct 19 05:10:16 +0000 2014,[],bullshit,0.0,1.0,-0.5859,Negative,0
392,392,2022-04-25 17:53:22+00:00,1518649383524306944,,,"rt @dollcomics: where do i even start with this?
musk is absolutely vile.
it’s linked to the “gates is actually transitioning” and “the vac…",FMcQueen31,User formerly known as Cunt Chocula,Sat May 03 05:48:47 +0000 2014,[],even sta musk absolutely vile linked gates actually transitioning vac,0.0,0.328,-0.659,Negative,0
393,393,2022-04-25 17:53:22+00:00,1518649382723198976,,,"rt @amandamarcotte: i feel, pre-twitter, musk would barely be talked about and kushner would be the biggest story in the country. it has al…",SDAnz2011bis,Chloe-Missing Malec everyday❤😭❤,Wed Mar 21 23:34:02 +0000 2018,[],feel pre twitter musk would barely talked kushner would biggest story country al,0.0,0.0,0.0,Negative,0
394,394,2022-04-25 17:53:22+00:00,1518649381188079616,JoyAnnReid,49698134,"@joyannreid the trumpian dialect, with emphasis on wtf and 100% bullshit.",tkland1,tkland1,Fri Aug 15 19:21:21 +0000 2008,[],trumpian dialect emphasis wtf bullshit,0.0,0.717,-0.8225,Negative,0
395,395,2022-04-25 17:53:22+00:00,1518649381179768839,,,"rt @loopsidernews: «on fait des clés de bras aux grands groupes industriels en leur disant ""vous voulez avoir une responsabilité sociale, c…",KawtharMoutaib,Kawthar Moutaïb,Thu Nov 17 11:44:05 +0000 2011,[],fait des cl de bras aux grands groupes industriels en leur disant vous voulez avoir une responsabilit sociale c,0.0,0.0,0.0,Negative,0
396,396,2022-04-25 17:53:21+00:00,1518649376167583745,,,rt @adamjohnsonnyc: as unionization efforts take off across the us––from apple to amazon to starbucks––corporate pr flacks &amp; pundits are pu…,_scornful_one,Gordon Cook,Sun Mar 13 16:17:10 +0000 2011,[],unionization effos take across us apple amazon starbucks corporate pr flacks amp pundits pu,0.108,0.133,-0.1027,Negative,0
397,397,2022-04-25 17:53:20+00:00,1518649373781024770,,,"rt @theauracles_: no more bullshit projects..real artist are going to win this time..

complex: 
wwd: ",Breezysmoke93,Breezysmoke,Sun Nov 20 13:03:11 +0000 2016,"[{'url': 'https://t.co/clSpoix2EN', 'expanded_url': 'https://www.complex.com/style/chris-brown-john-dean-renowned-launch-the-auracles-nft-streetwear-collection', 'display_url': 'complex.com/style/chris-br…', 'indices': [96, 119]}]",bullshit projects real aist going win time complex wwd,0.26,0.26,0.0,Negative,0
398,398,2022-04-25 17:53:19+00:00,1518649370937282561,,,once a company gets to a certain size and profile there is responsibility…. also if you want to have credibility co… ,oldmanebro,Ebro,Tue May 08 20:42:38 +0000 2012,"[{'url': 'https://t.co/AkFKrosHpx', 'expanded_url': 'https://twitter.com/i/web/status/1518649370937282561', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",company gets ceain size profile responsibility also want credibility co,0.126,0.0,0.0772,Positive,1
399,399,2022-04-25 17:53:18+00:00,1518649366290083845,PennyMordaunt,462856853,@pennymordaunt sorry. ass. bullshit.,reluctantuser11,dontsayitisntbecauseitis,Fri Dec 21 07:04:09 +0000 2018,[],sorry ass bullshit,0.0,1.0,-0.8225,Negative,0
400,400,2022-04-25 17:53:18+00:00,1518649364947820548,,,"fine of $10,000 per day until he shows up for court.

hey donnie-boy.  you're not a king.  you're not even a presid… ",NeonRocketship,Neon Rocketship,Tue Feb 02 20:27:24 +0000 2021,"[{'url': 'https://t.co/ehbXjQJEcx', 'expanded_url': 'https://twitter.com/i/web/status/1518649364947820548', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",fine per day shows cou hey donnie boy not king not even presid,0.13,0.0,0.2023,Positive,1
401,401,2022-04-25 17:56:50+00:00,1518650253007892487,,,rt @1future: bitch i will blow dis 💰 ain stingy,Mathewant2,Ant,Sat Aug 24 00:33:24 +0000 2019,[],bitch blow dis stingy,0.0,0.762,-0.7506,Negative,0
402,402,2022-04-25 17:56:50+00:00,1518650252961763328,,,"rt @nossaprom0: 🛍️pré-venda

órbita de inverno + brindes
💵59,90

❤️americanas:
🔗

🧡shoptime:
🔗",bl4ck_bitch,𝑰'𝒎 𝑺𝒂𝒃𝒓𝒊𝒏𝒂 •🪄,Fri Apr 08 15:34:16 +0000 2022,"[{'url': 'https://t.co/TZVtasMR1d', 'expanded_url': 'https://tidd.ly/3JYQlV2', 'display_url': 'tidd.ly/3JYQlV2', 'indices': [80, 103]}]",pr venda rbita de inverno brindes americanas shoptime,0.0,0.0,0.0,Negative,0
403,403,2022-04-25 17:56:49+00:00,1518650252286439425,,,rt @karlousm: they lost my luggage. so i stopped by the family dollar to grab some deodorant and got called broke by a bitch with some dirt…,463_AND_ME,554_446_640_222,Wed Sep 21 01:00:24 +0000 2011,[],lost luggage stopped family dollar grab deodorant got called broke bitch di,0.0,0.574,-0.8689,Negative,0
404,404,2022-04-25 17:56:49+00:00,1518650250663239680,,,rt @lilreese300: at the end of the day mind ya business bitch...,treTAYLOREDUP,Tre',Fri Dec 23 05:29:34 +0000 2011,[],end day mind ya business bitch,0.0,0.432,-0.5859,Negative,0
405,405,2022-04-25 17:56:49+00:00,1518650250025742341,,,rt @lilreese300: at the end of the day mind ya business bitch...,reeyaamg,Sureya ♡,Wed Oct 25 23:42:17 +0000 2017,[],end day mind ya business bitch,0.0,0.432,-0.5859,Negative,0
406,406,2022-04-25 17:56:49+00:00,1518650249069445121,,,why would i put energy in a bitch who gone leave when i’m low …… ain’t a smart gameplan,1hit30shots,Ziggy 😈🧸,Sat Jan 02 01:51:34 +0000 2021,[],would put energy bitch gone leave low sma gameplan,0.148,0.5,-0.6124,Negative,0
407,407,2022-04-25 17:56:48+00:00,1518650247282630659,,,rt @irivenus: bitch this was crazy ,114_99tm,mimi 🍑 #HelloAgainChen 💛 ily,Fri Mar 25 00:17:26 +0000 2016,"[{'url': 'https://t.co/XWSzcIUItj', 'expanded_url': 'https://twitter.com/weareoneEXO/status/1332157401013764096/video/1', 'display_url': 'twitter.com/weareoneEXO/st…', 'indices': [35, 58]}]",bitch crazy,0.0,1.0,-0.7351,Negative,0
408,408,2022-04-25 17:56:48+00:00,1518650244598317059,,,rt @corii2youu: ion trust no bitch,msdashian,party gets me wetter.,Mon Jan 27 15:24:29 +0000 2020,[],ion trust bitch,0.407,0.469,-0.128,Negative,0
409,409,2022-04-25 17:56:47+00:00,1518650243365101573,,,rt @indigoisla: how is “partner” cringey? yall bitch about everything omg,WeirdButRare2,Peace Follows Chaos 🧙🏽‍♂️,Mon Mar 25 14:29:13 +0000 2019,[],paner cringey yall bitch everything omg,0.0,0.432,-0.5859,Negative,0
410,410,2022-04-25 17:56:47+00:00,1518650241012035585,,,rt @lilreese300: at the end of the day mind ya business bitch...,doyoownstunts,.,Wed Jan 13 05:34:00 +0000 2021,[],end day mind ya business bitch,0.0,0.432,-0.5859,Negative,0
411,411,2022-04-25 17:56:46+00:00,1518650239862939651,,,rt @coopavelli_: now niggas faggies for blocking a bitch ? lmao idgaf if you annoy me imma block you bitch 😂,MoneyTalkSlime,M16 141 … G$W 53-29,Thu May 07 22:05:03 +0000 2015,[],niggas faggies blocking bitch lmao idgaf annoy imma block bitch,0.154,0.727,-0.926,Negative,0
412,412,2022-04-25 17:56:46+00:00,1518650238847827971,,,rt @lilreese300: at the end of the day mind ya business bitch...,hannahthaoo,Lilhtx,Sat Nov 12 16:33:06 +0000 2016,[],end day mind ya business bitch,0.0,0.432,-0.5859,Negative,0
413,413,2022-04-25 17:56:46+00:00,1518650238268977152,,,rt @reneemjrapp: my hyper feminine era is so funny to me like bitch what were you trying to prove,jaredfrieder,Jared Frieder,Sun Mar 27 22:46:06 +0000 2011,[],hyper feminine era funny like bitch trying prove,0.38,0.268,0.1531,Positive,1
414,414,2022-04-25 17:56:46+00:00,1518650237795110916,,,type of bitch that don’t give a fuck….😈,YouloveNesha,Nesha D.,Mon Jan 16 07:24:12 +0000 2012,[],type bitch give fuck,0.0,0.785,-0.8074,Negative,0
415,415,2022-04-25 17:56:46+00:00,1518650236960481280,,,rt @nossaprom0: esse livro pode ser descrito em apenas uma palavra: perfeição,bl4ck_bitch,𝑰'𝒎 𝑺𝒂𝒃𝒓𝒊𝒏𝒂 •🪄,Fri Apr 08 15:34:16 +0000 2022,[],esse livro pode ser descrito em apenas uma palavra perfei,0.0,0.0,0.0,Negative,0
416,416,2022-04-25 17:56:45+00:00,1518650233378717696,,,don’t know if she genuinely likes me or  or wants to be a bitch,nxspamkk,noor,Sat Aug 28 10:48:06 +0000 2021,[],know genuinely likes wants bitch,0.292,0.396,-0.25,Negative,0
417,417,2022-04-25 17:56:45+00:00,1518650232573149185,,,lmao silly bitch trix are for kids,vdiana_xo,Vee ♡,Mon Apr 08 13:31:01 +0000 2013,[],lmao silly bitch trix kids,0.463,0.352,0.0516,Positive,1
418,418,2022-04-25 17:56:45+00:00,1518650231583387648,,,rt @karlousm: they lost my luggage. so i stopped by the family dollar to grab some deodorant and got called broke by a bitch with some dirt…,_brookealyss,fancy monroe,Tue Jun 08 00:22:28 +0000 2021,[],lost luggage stopped family dollar grab deodorant got called broke bitch di,0.0,0.574,-0.8689,Negative,0
419,419,2022-04-25 17:56:44+00:00,1518650230547558400,CryptoMike999,1.43E+18,@cryptomike999 @rt_com keep crying anglo saxon bitch,rahulbhat282,Rahul Bhat,Sat Jan 28 11:55:39 +0000 2017,[],keep crying anglo saxon bitch,0.0,0.697,-0.7845,Negative,0
420,420,2022-04-25 17:56:44+00:00,1518650229632880640,,,rt @lildurk: i don’t give af if you a fan bitch we don’t like them niggas 🤬,KeithGwallap_,KashmOneyKeith 🦈💔💰,Tue Apr 10 05:25:29 +0000 2012,[],give af fan bitch like niggas,0.369,0.477,-0.34,Negative,0
421,421,2022-04-25 17:56:44+00:00,1518650228420845568,,,"rt @englewoodbyou: i be meeting bitches who be dating niggas who don't do shit for them like they'll tell you shit like ""i was taking care…",_KeepItRoland,Uncle Mike,Mon Dec 08 21:48:33 +0000 2014,[],meeting bitches dating niggas shit like tell shit like taking care,0.319,0.525,-0.743,Negative,0
422,422,2022-04-25 17:56:44+00:00,1518650227741372416,,,check out this awesome 'life' a bitch' design on @teepublic  very funny alternative printed… ,alanastarisborn,Alan,Sat Jan 26 19:34:26 +0000 2019,"[{'url': 'https://t.co/Qyy1sAlgWq', 'expanded_url': 'http://tee.pub/lic/BEGSQoxSH2k', 'display_url': 'tee.pub/lic/BEGSQoxSH2k', 'indices': [60, 83]}, {'url': 'https://t.co/kRJgTeFNkV', 'expanded_url': 'https://twitter.com/i/web/status/1518650227741372416', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",check awesome life bitch design funny alternative printed,0.443,0.241,0.4939,Positive,1
423,423,2022-04-25 17:56:43+00:00,1518650223450640387,SkreetP,1.15E+18,@skreetp bitch wybo,PaiidOmar,RICH RUNT,Wed May 27 23:01:52 +0000 2015,[],bitch wybo,0.0,0.792,-0.5859,Negative,0
424,424,2022-04-25 17:56:42+00:00,1518650222594908161,,,rt @drsweety303: my my aren’t you an irritating little schizoid internet bitch,eve__72,eve,Sun Sep 08 23:03:31 +0000 2013,[],irritating little schizoid internet bitch,0.0,0.685,-0.7605,Negative,0
425,425,2022-04-25 17:56:42+00:00,1518650222313938944,,,y’all want a bad bitch and can’t handle what come w it and ion like det,mimafrmtx,MIMA,Fri Aug 11 12:31:30 +0000 2017,[],want bad bitch handle come w ion like det,0.252,0.483,-0.6705,Negative,0
426,426,2022-04-25 17:56:42+00:00,1518650221550481408,,,"rt @asonti16: i don’t ever cry cause i’m sad , i cry cause  i’m angry and bitch i will kill you. 🙃",Lulstunnaa_,yk da vibes 💕,Fri Jul 14 02:32:41 +0000 2017,[],ever cry cause sad cry cause angry bitch kill,0.0,0.876,-0.9686,Negative,0
427,427,2022-04-25 17:56:42+00:00,1518650220065796099,,,such a bad bitch i love it 😍😍😍 ,theonlyhalle_,𝔰𝔱𝔦𝔩𝔩 𝔱𝔥𝔞𝔱 𝔟𝔦𝔱𝔠𝔥,Mon Dec 02 19:16:48 +0000 2019,"[{'url': 'https://t.co/FHyAVtlnWi', 'expanded_url': 'https://twitter.com/sethrogen/status/1518252230314319872', 'display_url': 'twitter.com/sethrogen/stat…', 'indices': [31, 54]}]",bad bitch love,0.365,0.635,-0.4767,Negative,0
428,428,2022-04-25 17:56:41+00:00,1518650214885826567,,,rt @karlousm: they lost my luggage. so i stopped by the family dollar to grab some deodorant and got called broke by a bitch with some dirt…,One_Nations_Own,Taye Ono,Thu Apr 02 01:46:20 +0000 2009,[],lost luggage stopped family dollar grab deodorant got called broke bitch di,0.0,0.574,-0.8689,Negative,0
429,429,2022-04-25 17:56:40+00:00,1518650214344802306,,,bra this bitch so annoying dawg,theeekb,kb burks. 04/29♉️,Tue Jul 06 14:20:02 +0000 2010,[],bra bitch annoying dawg,0.0,0.765,-0.7579,Negative,0
430,430,2022-04-25 17:56:40+00:00,1518650213946302467,,,"rt @blackfatqueer: “why are you obsessed with thin people?!”

bitch i literally talk about fat oppression 😂 who do you think is doing the o…",CierraCierra25,Cierra,Thu Aug 26 00:06:09 +0000 2021,[],obsessed thin people bitch literally talk fat oppression think,0.0,0.44,-0.6705,Negative,0
431,431,2022-04-25 17:56:40+00:00,1518650213052952579,,,rt @lilreese300: at the end of the day mind ya business bitch...,BROOKIKI_,partygetsmewetter.,Fri Nov 08 22:59:10 +0000 2013,[],end day mind ya business bitch,0.0,0.432,-0.5859,Negative,0
432,432,2022-04-25 17:56:40+00:00,1518650211232538625,,,“bitch they are going easy on y’all”  ,loonathesiiick,Choerry Cartel ✰,Mon Sep 02 00:15:31 +0000 2019,"[{'url': 'https://t.co/k2gkxoSfKO', 'expanded_url': 'https://twitter.com/dab_hyun/status/1518646399641915393', 'display_url': 'twitter.com/dab_hyun/statu…', 'indices': [37, 60]}]",bitch going easy,0.377,0.494,-0.2263,Negative,0
433,433,2022-04-25 17:56:40+00:00,1518650211182202882,,,any bitch that hate on me got a ugly face and a botched body,jayonamonique_,princess bubblegum💗,Mon Sep 23 14:44:30 +0000 2019,[],bitch hate got ugly face botched body,0.0,0.73,-0.8957,Negative,0
434,434,2022-04-25 17:56:39+00:00,1518650208959270920,,,"rt @pblpraxedes: não custa nada você ajudar a divulgar meu livro pra mais pessoas, taca o rt!!! 🗣️🗣️
🏳️‍🌈✨🌴fantasia nordestina, representat…",bl4ck_bitch,𝑰'𝒎 𝑺𝒂𝒃𝒓𝒊𝒏𝒂 •🪄,Fri Apr 08 15:34:16 +0000 2022,[],n custa nada voc ajudar divulgar meu livro pra mais pessoas taca fantasia nordestina representat,0.0,0.0,0.0,Negative,0
435,435,2022-04-25 17:56:39+00:00,1518650208183365640,,,i’m sayin if ima cheat ion cheat do but if i did😂 ima make sho she harder or at least fuccin wit my bitch 😂💯 ,saccathon421,Mr.Nigga,Thu Mar 03 15:43:48 +0000 2022,"[{'url': 'https://t.co/SEvsJuQejH', 'expanded_url': 'https://twitter.com/onlyjjack/status/1518647887038713856', 'display_url': 'twitter.com/onlyjjack/stat…', 'indices': [109, 132]}]",sayin ima cheat ion cheat ima make sho harder least fuccin wit bitch,0.0,0.495,-0.8689,Negative,0
436,436,2022-04-25 17:56:39+00:00,1518650207222779905,,,nicolas kicker is a bitch,loundski,kidT,Tue May 13 02:15:20 +0000 2014,[],nicolas kicker bitch,0.0,0.655,-0.5859,Negative,0
437,437,2022-04-25 17:56:39+00:00,1518650207021404160,,,"rt @97spov: stay alive is truly that bitch, she didn’t just break the records but completely created new categories even with just 1 versio…",jeonpremacy,谢蕾,Mon May 27 13:48:36 +0000 2019,[],stay alive truly bitch break records completely created new categories even versio,0.398,0.194,0.4576,Positive,1
438,438,2022-04-25 17:56:38+00:00,1518650202894536706,Rabger_,8.85E+17,"@rabger_ yeah that's gonna be a bitch to figure out lmfaoo, i got abit of time until then",cozyjozie,CozyJozie // Priya,Tue May 01 05:44:40 +0000 2018,[],yeah gonna bitch figure lmfaoo got abit time,0.183,0.317,-0.3818,Negative,0
439,439,2022-04-25 17:56:37+00:00,1518650200407031808,Tinasumben_,1.48E+18,"@tinasumben_ black swan, tradition, bubblegum bitch",cherlybomb3,Cherly,Sat Dec 11 20:43:40 +0000 2021,[],black swan tradition bubblegum bitch,0.0,0.487,-0.5859,Negative,0
440,440,2022-04-25 17:56:37+00:00,1518650198083387394,wydhenal,1.42E+18,@wydhenal bitch wtf im crying😭😭 id rather jump in a fire than talk to him,ya5hv1,yashvi,Sun Mar 03 17:01:31 +0000 2019,[],bitch wtf im crying id rather jump fire talk,0.0,0.724,-0.9201,Negative,0
441,441,2022-04-25 17:56:36+00:00,1518650196636307457,,,rt @larryislegend: it’s heartbreaking when you find out somebody you believed in is a bitch. but that’s life.,JAYSKIII__,↯,Thu Jun 07 17:46:25 +0000 2012,[],heabreaking find somebody believed bitch life,0.0,0.432,-0.5859,Negative,0
442,442,2022-04-25 17:56:36+00:00,1518650194614759426,,,"rt @raemlw: if you got another bitch feeling like she got a chance with you, leave me alone!",_drikk,🦋,Mon Jan 10 01:14:42 +0000 2011,[],got another bitch feeling like got chance leave alone,0.375,0.438,-0.25,Negative,0
443,443,2022-04-25 17:56:36+00:00,1518650193897562115,,,rt @chrizzyness: it’s always people who got less followers on here be arguing with you like bitch you ain’t getting a word from me y’all ju…,Chrizzyness,Chrislene Georges🇭🇹,Wed Nov 27 15:58:20 +0000 2019,[],always people got less followers arguing like bitch getting word ju,0.133,0.389,-0.6469,Negative,0
444,444,2022-04-25 17:56:35+00:00,1518650193729703940,,,rt @lilreese300: at the end of the day mind ya business bitch...,ZayJohnson1,ZayTiggy,Wed Jun 08 04:36:23 +0000 2011,[],end day mind ya business bitch,0.0,0.432,-0.5859,Negative,0
445,445,2022-04-25 17:56:35+00:00,1518650192886743041,,,"rt @sh4ydaqui: gente se chegar livro na sua casa e você for postar! vocês podem usar a tag #os100dashay 
que aí o pessoal pode ver quem é q…",bl4ck_bitch,𝑰'𝒎 𝑺𝒂𝒃𝒓𝒊𝒏𝒂 •🪄,Fri Apr 08 15:34:16 +0000 2022,[],gente se chegar livro na sua casa e voc postar voc podem usar tag #os dashay que pessoal pode ver quem q,0.0,0.0,0.0,Negative,0
